"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Ring of Shooting Stars","DMG'24","294","very rare","Ring","requires attunement","","","","","","You can cast Dancing Lights or Light from the ring.The ring has 6 charges and regains 1d6 expended charges daily at dawn. You can expend its charges to use the properties below. Faerie Fire. You can expend 1 charge to cast Faerie Fire from the ring. Lightning Spheres. You can expend 2 charges as a Magic action to create up to four 3-foot-diameter spheres of lightning.Each sphere appears in an unoccupied space you can see within 120 feet of yourself. The spheres last as long as you maintain Concentration, up to 1 minute. Each sphere sheds Dim Light in a 30-foot radius.As a Bonus Action, you can move each sphere up to 30 feet, but no farther than 120 feet away from yourself. The first time the sphere comes within 5 feet of a creature other than you that isn't behind Total Cover, the sphere discharges lightning at that creature and disappears. That creature makes a DC 15 Dexterity saving throw. On a failed save, the creature takes Lightning damage based on the number of spheres you created, as shown in the following table. On a successful save, the creature takes half as much damage.Number of SpheresLightning Damage14d1225d432d642d4 Shooting Stars. You can expend 1 to 3 charges as a Magic action. For every charge you expend, you launch a glowing mote of light from the ring at a point you can see within 60 feet of yourself. Each creature in a 15-foot Cube originating from that point is showered in sparks and makes a DC 15 Dexterity saving throw, taking 5d4 Radiant damage on a failed save or half as much damage on a successful one."
"Ring of Spell Storing","DMG'24","295","rare","Ring","requires attunement","","","","","","This ring stores spells cast into it, holding them until the attuned wearer uses them. The ring can store up to 5 levels worth of spells at a time. When found, it contains 1d6 - 1 levels of stored spells chosen by the DM.Any creature can cast a spell of level 1 through 5 into the ring by touching the ring as the spell is cast. The spell has no effect other than to be stored in the ring. If the ring can't hold the spell, the spell is expended without effect. The level of the slot used to cast the spell determines how much space it uses.While wearing this ring, you can cast any spell stored in it. The spell uses the slot level, spell save DC, spell attack bonus, and spellcasting ability of the original caster but is otherwise treated as if you cast the spell. The spell cast from the ring is no longer stored in it, freeing up space."
"Ring of Spell Turning","DMG'24","295","legendary","Ring","requires attunement","","","","","","While wearing this ring, you have Advantage on saving throws against spells. If you succeed on the save for a spell of level 7 or lower, the spell has no effect on you. If that spell targeted only you and didn't create an area of effect, you can take a Reaction to deflect the spell back at the spell's caster; the caster must make a saving throw against the spell using their own spell save DC."
"Ring of Swimming","DMG'24","295","uncommon","Ring","","","","","","","You have a Swim Speed of 40 feet while wearing this ring."
"Ring of Telekinesis","DMG'24","295","very rare","Ring","requires attunement","","","","","","While wearing this ring, you can cast Telekinesis from it."
"Ring of Three Wishes","DMG'24","296","legendary","Ring","","","","","","","While wearing this ring, you can expend 1 of its 3 charges to cast Wish from it. The ring becomes nonmagical when you use the last charge."
"Ring of Thunder Resistance","DMG'24","294","rare","Ring","","","","","","","You have Resistance to Thunder damage while wearing this ring. The ring is set with spinel."
"Ring of Warmth","DMG'24","296","uncommon","Ring","requires attunement","","","","","","If you take Cold damage while wearing this ring, the ring reduces the damage you take by 2d8.In addition, while wearing this ring, you and everything you wear and carry are unharmed by temperatures of 0 degrees Fahrenheit or lower."
"Ring of Water Walking","DMG'24","296","uncommon","Ring","","","","","","","While wearing this ring, you cast Water Walk from it, targeting only yourself."
"Ring of X-ray Vision","DMG'24","296","rare","Ring","requires attunement","","","","","","While wearing this ring, you can take a Magic action to gain X-ray vision with a range of 30 feet for 1 minute. To you, solid objects within that radius appear transparent and don't prevent light from passing through them. The vision can penetrate 1 foot of stone, 1 inch of common metal, or up to 3 feet of wood or dirt. Thicker substances or a thin sheet of lead block the vision.Whenever you use the ring again before taking a Long Rest, you must succeed on a DC 15 Constitution saving throw or gain 1 Exhaustion level."
"Ring of the Ram","DMG'24","296","rare","Ring","requires attunement","","","","","","This ring has 3 charges and regains 1d3 expended charges daily at dawn. While wearing the ring, you can take a Magic action to expend 1 to 3 charges to make a ranged spell attack against one creature you can see within 60 feet of yourself. The ring produces a spectral ram's head and makes its attack roll with a +7 bonus. On a hit, for each charge you spend, the target takes 2d10 Force damage and is pushed 5 feet away from you.Alternatively, you can expend 1 to 3 of the ring's charges as a Magic action to try to break a nonmagical object you can see within 60 feet of yourself that isn't being worn or carried. The ring makes a Strength check with a +5 bonus for each charge you spend."
"Rival Coin","DMG'24","296","common","Wondrous Item","","","","","","","This gold coin has a creature embossed on each side. The two depicted creatures must be famous rivals or enemies of each other. For example, a Rival Coin might show Iggwilv on one side and Mordenkainen on the other, or Venger on one side and Tiamat on the other. One of these figures is on the ""heads"" side of the coin, the other on the ""tails"" side.The coin has 1 charge and regains its expended charge daily at dawn. You can take a Magic action to toss the coin, expending its charge. Roll any die to determine whether the coin comes up heads (on an even number) or tails (on an odd number). The roll also determines the effect:Heads. Target one creature you can see within 60 feet of yourself. The target makes a DC 13 Wisdom saving throw. On a failed save, the target takes 2d4 Psychic damage and has Disadvantage on the next attack roll it makes before the end of its next turn. On a successful save, the target takes half as much damage only.Tails. You take 1d4 Psychic damage."
"Robe of Eyes","DMG'24","297","rare","Wondrous Item","requires attunement","","","","","","This robe is adorned with eyelike patterns. While you wear the robe, you gain the following benefits:All-Around Vision. The robe gives you Advantage on Wisdom (Perception) checks that rely on sight.Special Senses. You have Darkvision and Truesight, both with a range of 120 feet. Drawbacks. A Light spell cast on the robe or a Daylight spell cast within 5 feet of the robe gives you the Blinded condition for 1 minute. At the end of each of your turns, you make a Constitution saving throw (DC 11 for Light or DC 15 for Daylight), ending the condition on yourself on a success."
"Robe of Scintillating Colors","DMG'24","297","very rare","Wondrous Item","requires attunement","","","","","","This robe has 3 charges, and it regains 1d3 expended charges daily at dawn. While you wear it, you can take a Magic action and expend 1 charge to cause the garment to display a shifting pattern of dazzling hues until the end of your next turn. During this time, the robe sheds Bright Light in a 30-foot radius and Dim Light for an additional 30 feet, and creatures that can see you have Disadvantage on attack rolls against you. Any creature in the Bright Light that can see you when the robe's power is activated must succeed on a DC 15 Wisdom saving throw or have the Stunned condition until the effect ends."
"Robe of Stars","DMG'24","297","very rare","Wondrous Item","requires attunement","","","","","","This black or dark-blue robe is embroidered with small white or silver stars. You gain a +1 bonus to saving throws while you wear it.Six stars, located on the robe's upper-front portion, are particularly large. While wearing this robe, you can take a Magic action to remove one of the stars and expend it to cast the level 5 version of Magic Missile. Daily at dusk, 1d6 removed stars reappear on the robe.While you wear the robe, you can take a Magic action to enter the Astral Plane along with everything you are wearing and carrying. You remain there until you take a Magic action to return to the plane you were on. You reappear in the last space you occupied or, if that space is occupied, the nearest unoccupied space."
"Robe of Useful Items","DMG'24","298","uncommon","Wondrous Item","","","","","","","This robe has cloth patches of various shapes and colors covering it. While wearing the robe, you can take a Magic action to detach one of the patches, causing it to become the object or creature it represents. Once the last patch is removed, the robe becomes an ordinary garment.The robe has two of each of the following patches:Bullseye Lantern (filled and lit)DaggerMirrorPoleRope (coiled)SackIn addition, the robe has 4d4 other patches. The DM chooses the patches or determines them randomly by rolling on the following table.1d100Patch01-08Bag of 100 GP09-15Silver coffer (1 foot long, 6 inches wide and deep) worth 500 GP16-22Iron door (up to 10 feet wide and 10 feet high, barred on one side of your choice), which you can place in an opening you can reach; it conforms to fit the opening, attaching and hinging itself23-3010 gems worth 100 GP each31-44Wooden ladder (24 feet long)45-51Riding Horse with a Riding Saddle52-59Open pit (a 10-foot Cube), which you can place on the ground within 10 feet of yourself60-684 Potions of Healing69-75Rowboat (12 feet long)76-83Spell Scroll containing one spell of level 1, 2, or 3 (your choice)84-902 Mastiffs91-96Window (2 feet by 4 feet, up to 2 feet deep), which you can place on a vertical surface you can reach97-00Portable Ram"
"Robe of the Archmagi","DMG'24","298","legendary","Wondrous Item","requires attunement by a sorcerer, warlock, or wizard","","","","","","This elegant garment is made from exquisite cloth and adorned with runes.You gain these benefits while wearing the robe. Armor. If you aren't wearing armor, your base Armor Class is 15 plus your Dexterity modifier. Magic Resistance. You have Advantage on saving throws against spells and other magical effects. War Mage. Your spell save DC and spell attack bonus each increase by 2."
"Rod of Absorption","DMG'24","299","very rare","Rod","requires attunement","","","","2 lb.","","While holding this rod, you can take a Reaction to absorb a spell that is targeting only you and doesn't create an area of effect. The absorbed spell's effect is canceled, and the spell's energy—not the spell itself—is stored in the rod. The energy has the same level as the spell when it was cast. A canceled spell dissipates with no effect, and any resources used to cast it are wasted. The rod can absorb and store up to 50 levels of energy over the course of its existence. Once the rod absorbs 50 levels of energy, it can't absorb more. If you are targeted by a spell that the rod can't store, the rod has no effect on that spell.When you become attuned to the rod, you know how many levels of energy the rod has absorbed over the course of its existence and how many levels of spell energy it currently has stored.If you are a spellcaster holding the rod, you can convert energy stored in it into spell slots to cast spells you have prepared or know. You can create spell slots only of a level equal to or lower than your own spell slots, up to a maximum of level 5. You use the stored levels in place of your slots but otherwise cast the spell as normal. For example, you can use 3 levels stored in the rod as a level 3 spell slot.A newly found rod typically has 1d10 levels of spell energy stored in it. A rod that can no longer absorb spell energy and has no energy remaining becomes nonmagical."
"Rod of Alertness","DMG'24","299","very rare","Rod","requires attunement","","","","2 lb.","","This rod has the following properties. Alertness. While holding the rod, you have Advantage on Wisdom (Perception) checks and on Initiative rolls. Spells. While holding the rod, you can cast the following spells from it:Detect Evil and GoodDetect MagicDetect Poison and DiseaseSee Invisibility Protective Aura. As a Magic action, you can plant the haft end of the rod in the ground, whereupon the rod's head sheds Bright Light in a 60-foot radius and Dim Light for an additional 60 feet. While in that Bright Light, you and your allies gain a +1 bonus to Armor Class and saving throws and can sense the location of any Invisible creature that is also in the Bright Light.The rod's head stops glowing and the effect ends after 10 minutes or when a creature takes a Magic action to pull the rod from the ground. Once used, this property can't be used again until the next dawn."
"Rod of Lordly Might","DMG'24","300","legendary","Rod","requires attunement","","","","2 lb.","","This rod has a flanged head, and it functions as a magic Mace that grants a +3 bonus to attack rolls and damage rolls made with it. The rod has properties associated with six different buttons that are set in a row along the haft. It has three other properties as well, detailed below. Buttons. You can press one of the following buttons as a Bonus Action; a button's effect lasts until you push a different button or until you push the same button again, which causes the rod to revert to its normal form:Button 1. A fiery blade sprouts from the end opposite the rod's flanged head. The flames shed Bright Light in a 40-foot radius and Dim Light for an additional 40 feet, and the blade functions as a magic Longsword or Shortsword (your choice) that deals an extra 2d6 Fire damage on a hit.Button 2. The rod's flanged head folds down and two crescent-shaped blades spring out, transforming the rod into a magic Battleaxe that grants a +3 bonus to attack rolls and damage rolls made with it.Button 3. The rod's flanged head folds down, a spear point springs from the rod's tip, and the rod's handle lengthens into a 6-foot haft, transforming the rod into a magic Spear that grants a +3 bonus to attack rolls and damage rolls made with it.Button 4. The rod transforms into a climbing pole up to 50 feet long (you specify the length), though the rod's buttons remain within your reach. In surfaces as hard as granite, a spike at the bottom and three hooks at the top anchor the pole. Horizontal bars 3 inches long fold out from the sides, 1 foot apart, forming a ladder. The pole can bear up to 4,000 pounds. More weight or lack of solid anchoring causes the rod to revert to its normal form.Button 5. The rod transforms into a handheld battering ram and grants its user a +10 bonus to Strength (Athletics) checks made to break through doors, barricades, and other barriers.Button 6. The rod assumes or remains in its normal form and indicates magnetic north. (Nothing happens if this function of the rod is used in a location that has no magnetic north.) The rod also gives you knowledge of your approximate depth beneath the ground or your height above it. Drain Life. When you hit a creature with a melee attack using the rod, you can force the target to make a DC 17 Constitution saving throw. On a failed save, the target takes an extra 4d6 Necrotic damage, and you regain a number of Hit Points equal to half that Necrotic damage. Once used, this property can't be used again until the next dawn. Paralyze. When you hit a creature with a melee attack using the rod, you can force the target to make a DC 17 Constitution saving throw. On a failed save, the target has the Paralyzed condition for 1 minute. The target repeats the save at the end of each of its turns, ending the effect on a success. Once used, this property can't be used again until the next dawn. Terrify. While holding the rod, you can take a Magic action to force each creature you can see within 30 feet of yourself to make a DC 17 Wisdom saving throw. On a failed save, a target has the Frightened condition for 1 minute. A Frightened target repeats the save at the end of each of its turns, ending the effect on itself on a success. Once used, this property can't be used again until the next dawn."
"Rod of Resurrection","DMG'24","301","legendary","Rod","requires attunement by a cleric, druid, or paladin","","","","2 lb.","","The rod has 5 charges. While you hold it, you can cast one of the following spells from it: Heal (expends 1 charge) or Resurrection (expends 5 charges).The rod regains 1 expended charge daily at dawn. If you expend the last charge, roll 1d20. On a 1, the rod disappears in a harmless burst of radiance."
"Rod of Rulership","DMG'24","301","rare","Rod","requires attunement","","","","2 lb.","","You can take a Magic action to present the rod and command obedience from each creature of your choice that you can see within 120 feet of yourself. Each target must succeed on a DC 15 Wisdom saving throw or have the Charmed condition for 8 hours. While Charmed in this way, the creature regards you as its trusted leader. If harmed by you or your allies or commanded to do something contrary to its nature, a target ceases to be Charmed in this way. Once used, this property can't be used again until the next dawn."
"Rod of Security","DMG'24","301","very rare","Rod","","","","","2 lb.","","While holding this rod, you can take a Magic action to activate it. The rod then instantly transports you and up to 199 other willing creatures you can see to a demiplane. You choose the form the demiplane takes. It could be a tranquil garden, a cheery tavern, an immense palace, a tropical island, a fantastic carnival, or whatever else you can imagine. Regardless of its nature, the demiplane contains enough water and food to sustain its visitors, and the demiplane's environment can't harm its occupants. Everything else that can be interacted with there can exist only there. For example, a flower picked from a garden there disappears if it is taken outside the demiplane.For each hour spent in the demiplane, a visitor regains Hit Points as if it had spent 1 Hit Point Die. Also, creatures don't age while there, although time passes normally. Visitors can remain there for up to 200 days divided by the number of creatures present (round down).When the time runs out or you take a Magic action to end the effect, all visitors reappear in the location they occupied when you activated the rod or an unoccupied space nearest that location. Once used, this property can't be used again until 10 days have passed."
"Rod of the Pact Keeper","DMG'24","301","varies","Rod","requires attunement by a warlock","","","","2 lb.","","Multiple variations of this item exist, as listed below:+1 Rod of the Pact Keeper+2 Rod of the Pact Keeper+3 Rod of the Pact Keeper"
"Rope of Climbing","DMG'24","301","uncommon","Wondrous Item","","","","","","","This 60-foot length of rope can hold up to 3,000 pounds. While holding one end of the rope, you can take a Magic action to command the other end of the rope to animate and move toward a destination you choose, up to the rope's length away from you. That end moves 10 feet on your turn when you first command it and 10 feet at the start of each of your subsequent turns until reaching its destination or until you tell it to stop. You can also tell the rope to fasten itself securely to an object or to unfasten itself, to knot or unknot itself, or to coil itself for carrying.If you tell the rope to knot, large knots appear at 1-foot intervals along the rope. While knotted, the rope shortens to a 50-foot length and grants Advantage on ability checks made to climb using the rope.The rope has AC 20, HP 20, and Immunity to Poison and Psychic damage. It regains 1 Hit Point every 5 minutes as long as it has at least 1 Hit Point. If the rope drops to 0 Hit Points, it is destroyed."
"Rope of Entanglement","DMG'24","301","rare","Wondrous Item","","","","","","","This rope is 30 feet long. While holding one end of the rope, you can take a Magic action to command the other end to dart forward and entangle one creature you can see within 20 feet of yourself. The target must succeed on a DC 15 Dexterity saving throw or have the Restrained condition. You can release the target by letting go of your end of the rope (causing the rope to coil up in the target's space) or by using a Bonus Action to repeat the command (causing the rope to coil up in your hand).A target Restrained by the rope can take an action to make its choice of a DC 15 Strength (Athletics) or Dexterity (Acrobatics) check. On a successful check, the target is no longer Restrained by the rope. If you're still holding onto the rope when a target escapes from it, you can take a Reaction to command the rope to coil up in your hand; otherwise, the rope coils up in the target's space.The rope has AC 20, HP 20, and Immunity to Poison and Psychic damage. It regains 1 Hit Point every 5 minutes as long as it has at least 1 Hit Point. If the rope drops to 0 Hit Points, it is destroyed."
"Rope of Mending","DMG'24","302","common","Wondrous Item","","","","","","","This 50-foot coil of rope can repair itself when cut into any number of smaller pieces. As a Magic action, you can cause all pieces of the rope that are in contact with each other and not otherwise in use to knit back together. A Rope of Mending is forever shortened if a section of it is lost or destroyed."
"Rotor of Return","AI","221","very rare","Wondrous Item","requires attunement","","","","","","While attuned to this device, you have a +1 bonus to Constitution saving throws. You periodically receive flashbacks of old memories, and you can unerringly recall any event that took place within the previous 30 days. Borrow Object. You name a mundane item with a value of 50 gp or less and it appears in your hand or at your feet. This can be any item that appears in chapter 5, ""Equipment,"" of the Player's Handbook, or any similar item selected with the DM's permission. The summoned item is transported to you from somewhere else in the world, but it is generic in nature, so that you might call for a longsword but you cannot borrow a specific creature's longsword. The item vanishes 10 minutes after it appears. Once you use this feature of the rotor of return, it cannot be used again until the next dawn. Recall Code. As an action, you can set your current location as a point of return locked to the rotor. Anytime thereafter, you can use a bonus action to teleport to the rotor's point of return as long as you are within 500 feet of that point. Once you use the rotor of return to teleport, this feature cannot be used again until the next dawn. Part of a Whole. While this component is not installed in the Orrery of the Wanderer, its magic might function sporadically or with unpredictable side effects, as determined by the DM."
"Ruby of the War Mage","DMG'24","302","common","Wondrous Item, Spellcasting Focus","requires attunement by a spellcaster","","","","","","Etched with eldritch runes, this 1-inch-diameter ruby allows you to use a Simple or Martial weapon as a Spellcasting Focus for your spells. For this property to work, you must attach the ruby to the weapon by pressing the ruby against it for at least 10 minutes. Thereafter, the ruby can't be removed unless you detach it as a Magic action, the weapon is destroyed, or your Attunement to the ruby ends."
"Saddle of the Cavalier","DMG'24","199","uncommon","Wondrous Item","","","","","","","While in this saddle on a mount, you can't be dismounted against your will if you're conscious, and attack rolls against the mount have disadvantage."
"Scarab of Protection","DMG'24","302","legendary","Wondrous Item","requires attunement","","","","1 lb.","","This beetle-shaped medallion provides three benefits while it is on your person. Defense. You gain a +1 bonus to Armor Class. Preservation. The scarab has 12 charges. If you fail a saving throw against a Necromancy spell or a harmful effect originating from an Undead, you can take a Reaction to expend 1 charge and turn the failed save into a successful one. The scarab crumbles into powder and is destroyed when its last charge is expended. Spell Resistance. You have Advantage on saving throws against spells."
"Scimitar of Speed","DMG'24","302","very rare","Weapon (Scimitar), Martial Weapon, Melee Weapon","requires attunement","1d6 Slashing","Finesse, Light","Mastery: Nick","3 lb.","","You gain a +2 bonus to attack rolls and damage rolls made with this magic weapon. In addition, you can make one attack with it as a Bonus Action on each of your turns. Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Mastery: Nick. When you make the extra attack of the Light property, you can make it as part of the Attack action instead of as a Bonus Action. You can make this extra attack only once per turn."
"Scribe's Pen","ERLW","278","common","Wondrous Item","requires attunement by a creature with the Mark of Scribing","","","","","","You can use this pen to write on any surface. You decide whether the writing is visible or invisible, but the writing is always visible to a person with the Mark of Scribing.Any creature with the Mark of Scribing can use an action to touch the invisible writing, making it visible to all.If you use the pen to write on a creature that isn't a construct, the writing fades after 7 days."
"Scroll of Protection","DMG'24","302","rare","Scroll","","","","","","","Each Scroll of Protection works against creatures of a specific creature type chosen by the DM or determined by rolling on the following table.1d100Creature Type01-10Aberrations11-15Beasts16-20Celestials21-25Constructs26-35Dragons36-45Elementals46-50Humanoids51-60Fey61-70Fiends71-75Giants76-80Monstrosities81-85Oozes86-90Plants91-00UndeadUsing a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, creatures of the specified type can't enter or affect anything in the area. However, if you move in such a way that a creature of the specified type would be inside the area, the effect ends.As a Magic action, a creature within 5 feet of the Emanation can attempt to overcome it, which forces the creature to make a DC 15 Charisma saving throw. On a successful save, the creature ceases to be affected by the Emanation."
"Scroll of Protection (Aberrations)","DMG'24","302","rare","Scroll","","","","","","","Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Aberrations can't enter or affect anything in the area. However, if you move in such a way that an Aberration would be inside the area, the effect ends.As a Magic action, a creature within 5 feet of the Emanation can attempt to overcome it, which forces the creature to make a DC 15 Charisma saving throw. On a successful save, the creature ceases to be affected by the Emanation."
"Scroll of Protection (Beasts)","DMG'24","302","rare","Scroll","","","","","","","Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Beasts can't enter or affect anything in the area. However, if you move in such a way that an Beast would be inside the area, the effect ends.As a Magic action, a creature within 5 feet of the Emanation can attempt to overcome it, which forces the creature to make a DC 15 Charisma saving throw. On a successful save, the creature ceases to be affected by the Emanation."
"Scroll of Protection (Celestials)","DMG'24","302","rare","Scroll","","","","","","","Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Celestials can't enter or affect anything in the area. However, if you move in such a way that an Celestial would be inside the area, the effect ends.As a Magic action, a creature within 5 feet of the Emanation can attempt to overcome it, which forces the creature to make a DC 15 Charisma saving throw. On a successful save, the creature ceases to be affected by the Emanation."
"Scroll of Protection (Constructs)","DMG'24","302","rare","Scroll","","","","","","","Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Constructs can't enter or affect anything in the area. However, if you move in such a way that an Construct would be inside the area, the effect ends.As a Magic action, a creature within 5 feet of the Emanation can attempt to overcome it, which forces the creature to make a DC 15 Charisma saving throw. On a successful save, the creature ceases to be affected by the Emanation."
"Scroll of Protection (Dragons)","DMG'24","302","rare","Scroll","","","","","","","Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Dragons can't enter or affect anything in the area. However, if you move in such a way that an Dragon would be inside the area, the effect ends.As a Magic action, a creature within 5 feet of the Emanation can attempt to overcome it, which forces the creature to make a DC 15 Charisma saving throw. On a successful save, the creature ceases to be affected by the Emanation."
"Scroll of Protection (Elementals)","DMG'24","302","rare","Scroll","","","","","","","Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Elementals can't enter or affect anything in the area. However, if you move in such a way that an Elemental would be inside the area, the effect ends.As a Magic action, a creature within 5 feet of the Emanation can attempt to overcome it, which forces the creature to make a DC 15 Charisma saving throw. On a successful save, the creature ceases to be affected by the Emanation."
"Scroll of Protection (Fey)","DMG'24","302","rare","Scroll","","","","","","","Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Fey can't enter or affect anything in the area. However, if you move in such a way that an Fey would be inside the area, the effect ends.As a Magic action, a creature within 5 feet of the Emanation can attempt to overcome it, which forces the creature to make a DC 15 Charisma saving throw. On a successful save, the creature ceases to be affected by the Emanation."
"Scroll of Protection (Fiends)","DMG'24","302","rare","Scroll","","","","","","","Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Fiends can't enter or affect anything in the area. However, if you move in such a way that an Fiend would be inside the area, the effect ends.As a Magic action, a creature within 5 feet of the Emanation can attempt to overcome it, which forces the creature to make a DC 15 Charisma saving throw. On a successful save, the creature ceases to be affected by the Emanation."
"Scroll of Protection (Giants)","DMG'24","302","rare","Scroll","","","","","","","Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Giants can't enter or affect anything in the area. However, if you move in such a way that an Giant would be inside the area, the effect ends.As a Magic action, a creature within 5 feet of the Emanation can attempt to overcome it, which forces the creature to make a DC 15 Charisma saving throw. On a successful save, the creature ceases to be affected by the Emanation."
"Scroll of Protection (Humanoids)","DMG'24","302","rare","Scroll","","","","","","","Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Humanoids can't enter or affect anything in the area. However, if you move in such a way that an Humanoid would be inside the area, the effect ends.As a Magic action, a creature within 5 feet of the Emanation can attempt to overcome it, which forces the creature to make a DC 15 Charisma saving throw. On a successful save, the creature ceases to be affected by the Emanation."
"Scroll of Protection (Monstrosities)","DMG'24","302","rare","Scroll","","","","","","","Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Monstrosities can't enter or affect anything in the area. However, if you move in such a way that an Monstrosity would be inside the area, the effect ends.As a Magic action, a creature within 5 feet of the Emanation can attempt to overcome it, which forces the creature to make a DC 15 Charisma saving throw. On a successful save, the creature ceases to be affected by the Emanation."
"Scroll of Protection (Oozes)","DMG'24","302","rare","Scroll","","","","","","","Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Oozes can't enter or affect anything in the area. However, if you move in such a way that an Ooze would be inside the area, the effect ends.As a Magic action, a creature within 5 feet of the Emanation can attempt to overcome it, which forces the creature to make a DC 15 Charisma saving throw. On a successful save, the creature ceases to be affected by the Emanation."
"Scroll of Protection (Plants)","DMG'24","302","rare","Scroll","","","","","","","Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Plants can't enter or affect anything in the area. However, if you move in such a way that an Plant would be inside the area, the effect ends.As a Magic action, a creature within 5 feet of the Emanation can attempt to overcome it, which forces the creature to make a DC 15 Charisma saving throw. On a successful save, the creature ceases to be affected by the Emanation."
"Scroll of Protection (Undead)","DMG'24","302","rare","Scroll","","","","","","","Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Undead can't enter or affect anything in the area. However, if you move in such a way that an Undead would be inside the area, the effect ends.As a Magic action, a creature within 5 feet of the Emanation can attempt to overcome it, which forces the creature to make a DC 15 Charisma saving throw. On a successful save, the creature ceases to be affected by the Emanation."
"Scroll of Titan Summoning","DMG'24","303","legendary","Scroll","","","","","","","When you take a Magic action to read this scroll, a particular titan named in the scroll appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself. The DM picks a suitable titan or determines it randomly by rolling on the table below.The titan is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the titan is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted.1d100Titan01-15Animal Lord16-30Blob of Annihilation31-45Colossus46-60Elemental Cataclysm61-75Empyrean76-90Kraken (a kraken requires a body of water large enough to contain it, or the summoning fails and the scroll is wasted)91-100Tarrasque"
"Scroll of Titan Summoning (Animal Lord)","DMG'24","303","legendary","Scroll","","","","","","","When you take a Magic action to read this scroll, an Animal Lord appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself.The Animal Lord is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the Animal Lord is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted."
"Scroll of Titan Summoning (Blob of Annihilation)","DMG'24","303","legendary","Scroll","","","","","","","When you take a Magic action to read this scroll, a Blob of Annihilation appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself.The Blob of Annihilation is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the Blob of Annihilation is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted."
"Scroll of Titan Summoning (Colossus)","DMG'24","303","legendary","Scroll","","","","","","","When you take a Magic action to read this scroll, a Colossus appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself.The Colossus is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the Colossus is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted."
"Scroll of Titan Summoning (Elemental Cataclysm)","DMG'24","303","legendary","Scroll","","","","","","","When you take a Magic action to read this scroll, an Elemental Cataclysm appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself.The Elemental Cataclysm is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the Elemental Cataclysm is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted."
"Scroll of Titan Summoning (Empyrean)","DMG'24","303","legendary","Scroll","","","","","","","When you take a Magic action to read this scroll, an Empyrean appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself.The Empyrean is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the Empyrean is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted."
"Scroll of Titan Summoning (Kraken)","DMG'24","303","legendary","Scroll","","","","","","","When you take a Magic action to read this scroll, a Kraken appears in an unoccupied space in water that you can see within 1 mile of yourself. A kraken requires a body of water large enough to contain it, or the summoning fails and the scroll is wastedThe Kraken is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the Kraken is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted."
